# File data events on timelines in the model
# No.   Airport    AircraftType     EventDate_EventTime
173  HAN  03  001_12h55
174  HAN  03  001_13h00
175  HAN  03  001_13h05
176  HAN  03  001_13h55
177  HAN  03  001_14h00
178  HAN  03  001_14h55
179  HAN  03  001_15h00
180  HAN  03  001_15h55
181  HAN  03  001_16h00
182  HAN  03  001_16h05
183  HAN  03  001_16h55
184  HAN  03  001_17h00
185  HAN  03  001_17h05
186  HAN  03  001_17h55
187  HAN  03  001_18h00
188  HAN  03  001_18h55
189  HAN  03  001_19h00
190  HAN  03  001_19h55
191  HAN  03  001_20h00
192  HAN  03  001_20h05
193  HAN  03  001_20h55
194  HAN  03  001_21h00
195  HAN  03  001_21h05
196  HAN  03  001_21h55
197  HAN  03  001_22h00
198  HAN  03  001_22h05
199  HAN  03  001_22h55
200  HAN  03  001_23h55
201  HAN  03  002_00h55
202  SGN  01  001_06h00
203  SGN  01  001_07h00
204  SGN  01  001_08h00
205  SGN  01  001_09h00
206  SGN  01  001_10h00
207  SGN  01  001_10h15
208  SGN  01  001_11h00
209  SGN  01  001_11h15
210  SGN  01  001_12h00
211  SGN  01  001_12h15
212  SGN  01  001_13h00
213  SGN  01  001_13h15
214  SGN  01  001_14h00
215  SGN  01  001_14h15
216  SGN  01  001_15h00
217  SGN  01  001_15h15
218  SGN  01  001_16h00
219  SGN  01  001_16h15
220  SGN  01  001_17h00
221  SGN  01  001_17h15
222  SGN  01  001_18h00
223  SGN  01  001_19h00
224  SGN  01  001_19h15
225  SGN  01  001_20h00
226  SGN  01  001_20h15
227  SGN  01  001_21h00
228  SGN  01  001_21h15
229  SGN  01  001_22h00
230  SGN  01  001_22h15
231  SGN  01  001_23h00
232  SGN  01  002_00h00
233  SGN  01  002_01h00
234  SGN  02  001_06h00
235  SGN  02  001_07h00
236  SGN  02  001_08h00
237  SGN  02  001_09h00
238  SGN  02  001_10h00
239  SGN  02  001_10h15
240  SGN  02  001_11h00
241  SGN  02  001_11h15
242  SGN  02  001_12h00
243  SGN  02  001_12h15
244  SGN  02  001_13h00
245  SGN  02  001_13h15
246  SGN  02  001_14h00
247  SGN  02  001_14h15
248  SGN  02  001_15h00
249  SGN  02  001_15h15
250  SGN  02  001_16h00
251  SGN  02  001_16h15
252  SGN  02  001_17h00
253  SGN  02  001_17h15
254  SGN  02  001_18h00
255  SGN  02  001_19h00
256  SGN  02  001_19h15
257  SGN  02  001_20h00
258  SGN  02  001_20h15
259  SGN  02  001_21h00
260  SGN  02  001_21h15
261  SGN  02  001_22h00
262  SGN  02  001_22h15
263  SGN  02  001_23h00
264  SGN  02  002_00h00
265  SGN  02  002_01h00
266  SGN  03  001_06h00
267  SGN  03  001_07h00
268  SGN  03  001_08h00
269  SGN  03  001_09h00
270  SGN  03  001_10h00
271  SGN  03  001_10h15
272  SGN  03  001_11h00
273  SGN  03  001_11h15
274  SGN  03  001_12h00
275  SGN  03  001_12h15
276  SGN  03  001_13h00
277  SGN  03  001_13h15
278  SGN  03  001_14h00
279  SGN  03  001_14h15
280  SGN  03  001_15h00
281  SGN  03  001_15h15
282  SGN  03  001_16h00
283  SGN  03  001_16h15
284  SGN  03  001_17h00
285  SGN  03  001_17h15
286  SGN  03  001_18h00
287  SGN  03  001_19h00
288  SGN  03  001_19h15
289  SGN  03  001_20h00
290  SGN  03  001_20h15
291  SGN  03  001_21h00
292  SGN  03  001_21h15
293  SGN  03  001_22h00
294  SGN  03  001_22h15
295  SGN  03  001_23h00
296  SGN  03  002_00h00
297  SGN  03  002_01h00
